id,home,away,video
201603250ATL,ATL,MIL,P8GAn-B6m3E
201604050ATL,ATL,PHO,zFIAZBAHu0A
201604090ATL,ATL,BOS,YC6nfiNEons
201604130WAS,WAS,ATL,km-D6M6cVyY
201604160ATL,ATL,BOS,g4ZZUeFCNss
201604190ATL,ATL,BOS,OBm-9pAynWU
201604220BOS,BOS,ATL,XLc-bIA67_c
201604240BOS,BOS,ATL,TpxjbQytxH8
201604260ATL,ATL,BOS,yYVCeB7MJuA
201604280BOS,BOS,ATL,yYVCeB7MJuA
201510300MIL,MIL,WAS,uPPFym-NIxs
201511040MIL,MIL,PHI,WZwbp2nNFhY
201511100MIL,MIL,BOS,ZxUbmk8QWmI
201511170WAS,WAS,MIL,DzPyQCiRAQ4
201511250MIL,MIL,SAC,2PT68X8Qrjc
201512020SAS,SAS,MIL,nMpGnT0sAYc
201512090MIL,MIL,LAC,aFurXHK8ps4
201512160LAC,LAC,MIL,KMsA3tHXcm0
201512200PHO,PHO,MIL,Bi7-b2E5SpE
201512230MIL,MIL,PHI,gOcIlslKXCQ
201512280DAL,DAL,MIL,8uRhJ0ByGlE
201512290OKC,OKC,MIL,LxyY2BH-Z64
201601020MIN,MIN,MIL,OacHO3OR4hg
201601040MIL,MIL,SAS,ZZwVbr0AnjU
201601080MIL,MIL,DAL,kwM3oD6frqo
201601130WAS,WAS,MIL,Xji_byUdhCA
201601280MEM,MEM,MIL,dGHE0fDa2RY
201602010SAC,SAC,MIL,EMEywnJZwOM
201602050UTA,UTA,MIL,zFIAZBAHu0A
201602090MIL,MIL,BOS,wg7JpR5jOec
201602110MIL,MIL,WAS,aB60Ttt_3Sw
201602250BOS,BOS,MIL,vr1QJUscwmA
201603040MIL,MIL,MIN,7o_NGfLxGS4
201603060MIL,MIL,OKC,tHwh0qV2Rxw
201603170MIL,MIL,MEM,lv1vIe2BKTw
201603200MIL,MIL,UTA,VthmBAsXvRU
201603300MIL,MIL,PHO,1CZFnTnhQdI
201604080BOS,BOS,MIL,Lj3aFjGSvS4
201604100PHI,PHI,MIL,ydThZ4ld05A
201510280SAC,SAC,LAC,eDjbFtPZWdo
201510310LAC,LAC,SAC,dp0veeFa378
201511030SAC,SAC,MEM,vaeVnwt1vjU
201511040PHO,PHO,SAC,49-jCQI5LVM
201511090SAC,SAC,SAS,VxvSQml_Zic
201511270SAC,SAC,MIN,zn5RBEPiWrI
201511300SAC,SAC,DAL,hYSx_sApRSY
201512030SAC,SAC,BOS,UDGHwBbOxcY
201512060OKC,OKC,SAC,20uAYozx_5U
201512080SAC,SAC,UTA,JHo4E9hqHfU
201512180MIN,MIN,SAC,FG2j7x61XsM
201512210WAS,WAS,SAC,goaZYDAa8ek
201512300SAC,SAC,PHI,Q4_P-EHnkJ4
201601020SAC,SAC,PHO,ca2lmd_Wdmg
201601040OKC,OKC,SAC,-USrOy-aCmQ
201601050DAL,DAL,SAC,8f1oZZxoAPo
201601140UTA,UTA,SAC,vQaGX4-Sfvg
201601160LAC,LAC,SAC,I_ZJeDPMrhY
201601300MEM,MEM,SAC,M67B7VEOeRg
201602070BOS,BOS,SAC,wzGmRZjcXVg
201602100PHI,PHI,SAC,NfSWimBwAcs
201602240SAC,SAC,SAS,7DOYefNV250
201602260SAC,SAC,LAC,IXti39VudNA
201602290SAC,SAC,OKC,qYkINBfidXk
201603020MEM,MEM,SAC,HnCgQacKB5o
201603030DAL,DAL,SAC,Jp5itlwP3Mo
201603050SAS,SAS,SAC,7DOYefNV250
201603130SAC,SAC,UTA,yIkKxzUm6zs
201603230MIN,MIN,SAC,zn5RBEPiWrI
201603250SAC,SAC,PHO,X9k4iZSJt_k
201603270SAC,SAC,DAL,ZDIzoOIlYsc
201603300SAC,SAC,WAS,I6jrLAgTOBM
201604070SAC,SAC,MIN,Y62vWWY-KZE
201604090SAC,SAC,OKC,9nI-T9pGt8E
201604110PHO,PHO,SAC,mgPn_vLQyqY
201510280PHO,PHO,DAL,ku6VBh4TMh0
201511020LAC,LAC,PHO,JMLP_M0nbFc
201511080OKC,OKC,PHO,JMLP_M0nbFc
201511120PHO,PHO,LAC,NfY6gXnn-Ds
201511230SAS,SAS,PHO,kM6TCq1E5EI
201512040WAS,WAS,PHO,49-jCQI5LVM
201512060MEM,MEM,PHO,JMLP_M0nbFc
201512130PHO,PHO,MIN,P1I5HA4FuG4
201512140DAL,DAL,PHO,ku6VBh4TMh0
201512210UTA,UTA,PHO,rNziLIZ5bEk
201512260PHO,PHO,PHI,9j88WP6PCmw
201512300SAS,SAS,PHO,rNziLIZ5bEk
201512310OKC,OKC,PHO,c_EP6B48WBE
201601150BOS,BOS,PHO,IrozpWEUTEM
201601170MIN,MIN,PHO,VN5A7DxmDE4
201601210PHO,PHO,SAS,giuAD1buYfg
201601260PHI,PHI,PHO,Pgy8_kh91GE
201601310DAL,DAL,PHO,RIXZ_f5wYjc
201602060PHO,PHO,UTA,1R8TsCDpeoE
201602080PHO,PHO,OKC,3T0q1rgKxyM
201602210PHO,PHO,SAS,giuAD1buYfg
201602220LAC,LAC,PHO,Eu6tvgUex6Y
201602270PHO,PHO,MEM,GbiMmWDrecA
201603060MEM,MEM,PHO,Wms3gnpf2YY
201603140PHO,PHO,MIN,lzmDKf6B7_A
201603170UTA,UTA,PHO,0yWD9EIXMHw
201603210PHO,PHO,MEM,mZiqxrVGTxQ
201603260PHO,PHO,BOS,3ZjNDvuMxzc
201603280MIN,MIN,PHO,tzy4WlqF3As
201604010PHO,PHO,WAS,08v_LcYLqPU
201604030PHO,PHO,UTA,29zAe-JNsQw
201604130PHO,PHO,LAC,Rtw71utiw-c
201511040WAS,WAS,SAS,lImYbfXNAO4
201511060BOS,BOS,WAS,HkxrJmFJKfI
201511100WAS,WAS,OKC,8BE1zcoQmKU
201511270BOS,BOS,WAS,UiqXZYErVDc
201512060WAS,WAS,DAL,x6d5JdoLu7Q
201512120DAL,DAL,WAS,LcFKhHM6xWE
201512140MEM,MEM,WAS,k2Elif0xs2w
201512160SAS,SAS,WAS,Dn04H4VAYh8
201512230WAS,WAS,MEM,S_KdG2XsWwM
201512280WAS,WAS,LAC,e6ThB2viH3Q
201601160WAS,WAS,BOS,HkxrJmFJKfI
201601250WAS,WAS,BOS,fr7yHRkQOpE
201602010OKC,OKC,WAS,W1LA2AsV68M
201602050WAS,WAS,PHI,05Z8yjBNZVg
201602180WAS,WAS,UTA,PuBrDpUPBaM
201602260PHI,PHI,WAS,UCsTc6ystv0
201602290WAS,WAS,PHI,l9ZGYwY0CUA
201603020MIN,MIN,WAS,a3DkbTylJCA
201603110UTA,UTA,WAS,AhUbAbQ6DeM
201603170PHI,PHI,WAS,Co2ermBTcwA
201603250WAS,WAS,MIN,mc658uA4rCs
201604030LAC,LAC,WAS,GamTLgFR_nA
201511150MIN,MIN,MEM,5XOE6s4npFk
201511230MIN,MIN,PHI,9akuxgnhXxk
201511290LAC,LAC,MIN,8Z_Wa1T7dq4
201512070MIN,MIN,LAC,EwMuHkAVrfU
201512210BOS,BOS,MIN,w0VJdzxMV4k
201512230MIN,MIN,SAS,dOmEcKiy4NM
201512280SAS,SAS,MIN,taBykdn0Dvg
201512300MIN,MIN,UTA,ZyZ-SU2TerI
201601040PHI,PHI,MIN,ZyZ-SU2TerI
201601100MIN,MIN,DAL,juMrayklwWQ
201601120MIN,MIN,OKC,ZoU30PDN_eE
201601150OKC,OKC,MIN,HQxnswLXmN0
201601200DAL,DAL,MIN,dDUNaVukYhw
201601230MIN,MIN,MEM,NWt1RYK4FgY
201601270MIN,MIN,OKC,Mz4SOJT2VNI
201601290UTA,UTA,MIN,ihU1zBPWpMA
201602030LAC,LAC,MIN,8Z_Wa1T7dq4
201602190MEM,MEM,MIN,I4fPqJdU7pk
201602220MIN,MIN,BOS,uNMvU5n8QD8
201602280DAL,DAL,MIN,LWgdxrKWD6U
201603080MIN,MIN,SAS,D7pOphnvxRY
201603110OKC,OKC,MIN,Wd8F2zf-Ljk
201603160MEM,MEM,MIN,7i1nlcskh3g
201603260MIN,MIN,UTA,09qzR0-EDdk
201603300MIN,MIN,LAC,8Z_Wa1T7dq4
201604010UTA,UTA,MIN,RqRLUJqUpfM
201604030MIN,MIN,DAL,dDUNaVukYhw
201510290LAC,LAC,DAL,_Sw15TZhWuc
201511110DAL,DAL,LAC,N7BG5AuVtK0
201511160PHI,PHI,DAL,G4SwIxYCnzQ
201511180BOS,BOS,DAL,x6d5JdoLu7Q
201511200DAL,DAL,UTA,x6d5JdoLu7Q
201511220OKC,OKC,DAL,ku6VBh4TMh0
201511240MEM,MEM,DAL,CPv6XBEqvtc
201511250SAS,SAS,DAL,eBpO8U61zlA
201512180DAL,DAL,MEM,jpCcwvvsmFA
201601130OKC,OKC,DAL,oxv6UxtAdV4
201601170SAS,SAS,DAL,ZheBjJi0n6w
201601180DAL,DAL,BOS,JkE6DSgBU4s
201601220DAL,DAL,OKC,7ZnawVCrxAM
201602050DAL,DAL,SAS,VxZrKBs2KkU
201602060MEM,MEM,DAL,3WC1nKOBZgg
201602090DAL,DAL,UTA,NT2oiDONpgU
201602210DAL,DAL,PHI,Zk-VZ_qC_RQ
201602240DAL,DAL,OKC,dDUNaVukYhw
201603070DAL,DAL,LAC,le0InML6Qh8
201604080DAL,DAL,MEM,ZnTUu1NO6W4
201604100LAC,LAC,DAL,rifMTBkS06s
201604110UTA,UTA,DAL,rifMTBkS06s
201604130DAL,DAL,SAS,rifMTBkS06s
201604160OKC,OKC,DAL,NtifS8nHVqQ
201604180OKC,OKC,DAL,7ZnawVCrxAM
201604210DAL,DAL,OKC,7ZnawVCrxAM
201604230DAL,DAL,OKC,4trscaLGzD4
201604250OKC,OKC,DAL,7ZnawVCrxAM
201511070UTA,UTA,MEM,Kotwny3Jf6c
201511090LAC,LAC,MEM,SogW7uGYbdU
201511160MEM,MEM,OKC,mN0oNEe1u0A
201511210SAS,SAS,MEM,O-ZoDltOmv0
201511290MEM,MEM,PHI,nWVYuClQIRc
201512030MEM,MEM,SAS,VxvSQml_Zic
201512080MEM,MEM,OKC,G-uccuqoiac
201512220PHI,PHI,MEM,S_KdG2XsWwM
201601020UTA,UTA,MEM,3GimAKGnESI
201601060OKC,OKC,MEM,YSJxZM65naQ
201601100MEM,MEM,BOS,3mUNX086R50
201603040MEM,MEM,UTA,a0TKEofio7w
201603090BOS,BOS,MEM,kFLGQgJaOwE
201603190MEM,MEM,LAC,drQfg1qlIDs
201603250SAS,SAS,MEM,tUS-LAnflqw
201603280MEM,MEM,SAS,AAjzDSuhW1E
201604120LAC,LAC,MEM,drQfg1qlIDs
201604170SAS,SAS,MEM,AAjzDSuhW1E
201604190SAS,SAS,MEM,AAjzDSuhW1E
201604220MEM,MEM,SAS,JqQaSLaIHMI
201604240MEM,MEM,SAS,AypJJx8LbGo
201510280OKC,OKC,SAS,A-YwLcYCA24
201511010BOS,BOS,SAS,m9GyKsZ3PYY
201511140SAS,SAS,PHI,N4FUn6QY0iY
201512050SAS,SAS,BOS,3ZjNDvuMxzc
201512070PHI,PHI,SAS,_K1zWclsI2I
201512140SAS,SAS,UTA,2GYv72LwdF8
201512180SAS,SAS,LAC,tjbEXAOWHIQ
201601060SAS,SAS,UTA,YYRaNnrqiMM
201602180LAC,LAC,SAS,NgG2wUZVtpo
201602250UTA,UTA,SAS,FuQM9ftyrWk
201603120SAS,SAS,OKC,2g9aeQQRhEs
201603150SAS,SAS,LAC,M2K7gOPcCIo
201603260OKC,OKC,SAS,NdMo04N41zQ
201604050UTA,UTA,SAS,ZZwVbr0AnjU
201604120SAS,SAS,OKC,CWjiGglJps0
201604300SAS,SAS,OKC,X_fsthfn8YM
201605020SAS,SAS,OKC,bN8uItwew9w
201605060OKC,OKC,SAS,c3oRbe73MZI
201605080OKC,OKC,SAS,bN8uItwew9w
201605100SAS,SAS,OKC,Dn-p8qGuxus
201605120OKC,OKC,SAS,Qfz8CxkQdbU
201510280BOS,BOS,PHI,jRPSjBB4dfA
201510300PHI,PHI,UTA,MYcFB8SZ8S0
201511130OKC,OKC,PHI,JqFbEHLdPdI
201511250BOS,BOS,PHI,AweWOtb5WN8
201512280UTA,UTA,PHI,LSj9L06Cjlw
201601020LAC,LAC,PHI,IyM00yp0Cno
201601240PHI,PHI,BOS,7VxEAFc3GVU
201602080PHI,PHI,LAC,D2vtH5JB7Gs
201603180PHI,PHI,OKC,HWsUulVMZGU
201603200PHI,PHI,BOS,ctTYC4_OdVc
201511150OKC,OKC,BOS,B9y_VSFcFUY
201602100BOS,BOS,LAC,7DT_8xZwDRU
201602190UTA,UTA,BOS,ce0qJYJ2JhM
201602290BOS,BOS,UTA,OzoeIC0HHmk
201603160BOS,BOS,OKC,P3kqTyBJaQY
201603280LAC,LAC,BOS,aqLHF46G7OA
201511230UTA,UTA,OKC,kfh5GwWQv3o
201511250LAC,LAC,UTA,eRGIoPHg0DE
201512110UTA,UTA,OKC,2E9btP2eb24
201512130OKC,OKC,UTA,tChnOlUwhUk
201512260UTA,UTA,LAC,eRGIoPHg0DE
201603240OKC,OKC,UTA,2YqruujQncc
201604080UTA,UTA,LAC,M0aWRmbSWS8
201512210LAC,LAC,OKC,tHwh0qV2Rxw
201603020LAC,LAC,OKC,tHwh0qV2Rxw
201603090OKC,OKC,LAC,hrgATzqMX6c
201603310OKC,OKC,LAC,Om-WCIBmfjY
